Districts,Year,Flood_Frequency,Mean_Duration,Human_fatality,Human_injured,Population,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure
Kanpur Nagar Dehat,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Kheri,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Lucknow,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Mainpuri,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Mathura,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Mirzapur,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Moradabad,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Muzaffarnagar,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Pilibhit,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Pithoragarh,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Saharanpur,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Sitapur,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Sultanpur,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Unnao,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Varanasi,1980.0,1,52.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,52.002983511934055,18263.976629352048
Pudukkottai,1987.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Thanjavur,1987.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Tiruchirappalli,1987.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Pulwama,2015.0,1,1.0,76.0,17.0,1008086.0,2.991682452,7.539039327993842e-05,1.00007539039328,30158.73196306872
Pulwama,2019.0,1,1.0,76.0,17.0,1008086.0,2.991682452,7.539039327993842e-05,1.00007539039328,30158.73196306872
Pulwama,2020.0,1,1.0,76.0,17.0,1008086.0,2.991682452,7.539039327993842e-05,1.00007539039328,30158.73196306872
Pulwama,2023.0,2,1.0,76.0,17.0,1008086.0,2.991682452,7.539039327993842e-05,2.00015078078656,30158.73196306872
Pune,1981.0,1,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,1.0000456599164282,1445.1272880407998
Pune,1983.0,1,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,1.0000456599164282,1445.1272880407998
Pune,1984.0,4,1.75,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,7.000319619414998,1445.1272880407998
Pune,1993.0,1,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,1.0000456599164282,1445.1272880407998
Pune,1994.0,2,1.5,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,3.0001369797492847,1445.1272880407998
Pune,1996.0,1,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,1.0000456599164282,1445.1272880407998
Pune,2000.0,1,2.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,2.0000913198328565,1445.1272880407998
Pune,2002.0,2,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,2.0000913198328565,1445.1272880407998
Pune,2003.0,3,1.3333333333333333,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,4.000182639665713,1445.1272880407998
Pune,2011.0,2,1.5,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,3.0001369797492847,1445.1272880407998
Pune,2013.0,1,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,1.0000456599164282,1445.1272880407998
Pune,2014.0,1,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,1.0000456599164282,1445.1272880407998
Pune,2022.0,3,1.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,3.0001369797492847,1445.1272880407998
Pune,2023.0,1,2.0,547.0,119.0,11979873.0,0.01206296,4.565991642816247e-05,2.0000913198328565,1445.1272880407998
Satara,1997.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Purba Bardhaman,2000.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Birbhum,2000.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalpaiguri,2000.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Purba Bardhaman,1999.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Murshidabad,1999.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Nadia,1999.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Uttar Kashi Dinajpur,1999.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Dakshin Dinajpur,1999.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Purba Medinipur,1991.0,1,1.0,302.0,17.0,5760374.0,15.47685207,5.242715143148692e-05,1.0000524271514315,891524.5626587417
Purba Medinipur,1992.0,1,1.0,302.0,17.0,5760374.0,15.47685207,5.242715143148692e-05,1.0000524271514315,891524.5626587417
Purba Medinipur,1993.0,2,1.0,302.0,17.0,5760374.0,15.47685207,5.242715143148692e-05,2.000104854302863,891524.5626587417
Purba Medinipur,1994.0,1,1.0,302.0,17.0,5760374.0,15.47685207,5.242715143148692e-05,1.0000524271514315,891524.5626587417
Purba Medinipur,1995.0,3,2.0,302.0,17.0,5760374.0,15.47685207,5.242715143148692e-05,6.000314562908589,891524.5626587417
Purba Medinipur,1997.0,2,5.0,302.0,17.0,5760374.0,15.47685207,5.242715143148692e-05,10.000524271514315,891524.5626587417
Nadia,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Purba Purba Bardhaman,2021.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Howrah,2021.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hooghly,2021.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
North 24 Parganas,2021.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Purba Purba Medinipur,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
North 24 Parganas,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Purba Purba Medinipur,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Paschim Purba Medinipur,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Hooghly,1981.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Purba Purba Bardhaman,1981.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Paschim Purba Bardhaman,1981.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Purbi Champaran,1983.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Purbi Champaran,2011.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kishanganj,2011.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Madhubani,2011.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Sitamarhi,2011.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Purbi Champaran,1985.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Madhubani,1985.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Muzaffarpur,1985.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Sitamarhi,1985.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Purbi Champaran,1995.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Pashchim Champaran,1995.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Purbi Champaran,1986.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Buxar,1986.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Pashchim Champaran,1986.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Purbi West Singhbhum,1994.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Puri,1980.0,1,7.0,267.0,0.0,1855870.0,0.32180646,0.0001438678355703,7.001007074848992,5972.309549202
Puri,1976.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Cuttack,1976.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Puri,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Koraput,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Sambalpur,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Mayurbhanj,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Kendujhar,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Baleshwar,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Cuttack,1975.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Purnia,1983.0,1,7.0,166.0,0.0,4127576.0,6.320814211,4.0217309142218096e-05,7.000281521163996,260896.41037782532
Purulia,1997.0,2,2.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Rae Bareli,2022.0,1,1.0,45.0,0.0,2819588.0,5.186238472,1.595977852083354e-05,1.0000159597785208,146230.55760789537
Raigarh,1982.0,1,1.0,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,1.0001982432505123,13749.57717165648
Raigarh,1998.0,1,1.0,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,1.0001982432505123,13749.57717165648
Raigarh,2000.0,1,1.0,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,1.0001982432505123,13749.57717165648
Raigarh,2001.0,2,1.0,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,2.0003964865010246,13749.57717165648
Raigarh,2016.0,1,1.0,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,1.0001982432505123,13749.57717165648
Raigarh,2019.0,1,1.0,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,1.0001982432505123,13749.57717165648
Raigarh,2022.0,2,2.5,328.0,93.0,1654533.0,0.831024656,0.0001982432505123,5.000991216252562,13749.57717165648
Raigarh,2008.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Raigarh,2013.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ratnagiri,2013.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Raipur,1980.0,1,7.0,39.0,66.0,2814996.0,0.592452074,1.3854371373884723e-05,7.000096980599618,16677.502185017038
Raipur,2010.0,1,2.0,39.0,66.0,2814996.0,0.592452074,1.3854371373884723e-05,2.000027708742748,16677.502185017038
Raipur,2012.0,1,1.0,39.0,66.0,2814996.0,0.592452074,1.3854371373884723e-05,1.000013854371374,16677.502185017038
Raipur,2016.0,1,2.0,39.0,66.0,2814996.0,0.592452074,1.3854371373884723e-05,2.000027708742748,16677.502185017038
Raisen,1983.0,1,1.0,56.0,12.0,1582981.0,1.304665949,3.537629320882563e-05,1.0000353762932088,20652.614086139693
Rajanna Sircilla,2022.0,1,6.0,1.0,0.0,587140.0,0.00114418,1.703171304969854e-06,6.000010219027829,6.717938452
Rajgarh,2023.0,1,4.0,21.0,3.0,1797738.0,0.472826999,1.168134622508953e-05,4.0000467253849,8500.19063528262
Rajkot,1979.0,1,1.0,1726.0,8.0,3534875.0,0.307696507,0.0004882775204215,1.0004882775204216,10876.68690181625
Rajkot,1986.0,1,1.0,1726.0,8.0,3534875.0,0.307696507,0.0004882775204215,1.0004882775204216,10876.68690181625
Rajnandgaon,2022.0,1,1.0,23.0,14.0,1792617.0,0.248451395,1.2830403817435624e-05,1.0000128304038174,4453.78194350715
Rajouri,1983.0,1,5.0,109.0,18.0,659577.0,0.283908485,0.0001652574301408,5.000826287150703,1872.59506810845
Rajouri,2013.0,1,1.0,109.0,18.0,659577.0,0.283908485,0.0001652574301408,1.0001652574301407,1872.59506810845
Rajouri,2019.0,1,1.0,109.0,18.0,659577.0,0.283908485,0.0001652574301408,1.0001652574301407,1872.59506810845
Rajouri,2022.0,3,1.0,109.0,18.0,659577.0,0.283908485,0.0001652574301408,3.000495772290422,1872.59506810845
Rajouri,2023.0,1,1.0,109.0,18.0,659577.0,0.283908485,0.0001652574301408,1.0001652574301407,1872.59506810845
Ramanathapuram,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ramban,2016.0,1,1.0,49.0,18.0,360350.0,0.444408931,0.0001359789093936,1.0001359789093935,1601.4275828584998
Ramban,2018.0,1,1.0,49.0,18.0,360350.0,0.444408931,0.0001359789093936,1.0001359789093935,1601.4275828584998
Ramban,2022.0,2,1.0,49.0,18.0,360350.0,0.444408931,0.0001359789093936,2.000271957818787,1601.4275828584998
Ramban,2023.0,3,1.0,49.0,18.0,360350.0,0.444408931,0.0001359789093936,3.0004079367281804,1601.4275828584998
Rampur,2023.0,2,3.0,52.0,0.0,2830370.0,4.515924008,1.837215629052032e-05,6.000110232937743,127817.3583452296
Ranchi,2011.0,1,1.0,45.0,6.0,3525357.0,0.465022765,1.276466468502339e-05,1.000012764664685,16393.71259752105
Ranchi,2013.0,1,1.0,45.0,6.0,3525357.0,0.465022765,1.276466468502339e-05,1.000012764664685,16393.71259752105
Ranchi,2020.0,1,1.0,45.0,6.0,3525357.0,0.465022765,1.276466468502339e-05,1.000012764664685,16393.71259752105
Ranchi,2019.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Sahebganj,2019.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Ranga Reddy,2022.0,4,1.0,1.0,0.0,3667925.0,0.085026896,2.726337097950476e-07,4.000001090534839,3118.722775108
Ranipet,2022.0,1,1.0,16.0,4.0,1198951.0,1.363052135,1.3344999086701626e-05,1.000013344999087,16342.32720310385
Ratnagiri,1974.0,1,7.0,280.0,72.0,1532470.0,0.575265044,0.0001827115702101,7.00127898099147,8815.764219786799
Ratnagiri,1980.0,1,7.0,280.0,72.0,1532470.0,0.575265044,0.0001827115702101,7.00127898099147,8815.764219786799
Ratnagiri,1982.0,1,1.0,280.0,72.0,1532470.0,0.575265044,0.0001827115702101,1.00018271157021,8815.764219786799
Ratnagiri,1998.0,1,1.0,280.0,72.0,1532470.0,0.575265044,0.0001827115702101,1.00018271157021,8815.764219786799
Ratnagiri,2011.0,1,1.0,280.0,72.0,1532470.0,0.575265044,0.0001827115702101,1.00018271157021,8815.764219786799
Ratnagiri,2022.0,1,1.0,280.0,72.0,1532470.0,0.575265044,0.0001827115702101,1.00018271157021,8815.764219786799
Ratnagiri,2002.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Sindhudurg,2002.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Reasi,2010.0,1,1.0,63.0,18.0,394393.0,1.239061446,0.0001597391434432,1.0001597391434431,4886.77160872278
Reasi,2022.0,2,1.0,63.0,18.0,394393.0,1.239061446,0.0001597391434432,2.0003194782868863,4886.77160872278
Rewa,1983.0,1,1.0,38.0,25.0,2794552.0,0.818756794,1.3597886172810526e-05,1.0000135978861728,22880.58436186288
Rewa,1985.0,1,2.0,38.0,25.0,2794552.0,0.818756794,1.3597886172810526e-05,2.0000271957723457,22880.58436186288
Rewa,1990.0,1,2.0,38.0,25.0,2794552.0,0.818756794,1.3597886172810526e-05,2.0000271957723457,22880.58436186288
Sehore,2016.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ri Bhoi,2023.0,2,5.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,11.00063112752451,18263.976629352048
Ri Bhoi,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
West Khasi Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
East East Jaintia Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
East Khasi Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
South Garo Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
West Garo Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
East Garo Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
West East Jaintia Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
South West Khasi Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
North Garo Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
South West Garo Hills,2000.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Rohtak,1998.0,1,1.0,52.0,5.0,1194736.0,0.999841319,4.35242597527822e-05,1.0000435242597527,11945.46418096784
Rudra Prayag,2023.0,5,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Rupnagar,1982.0,1,4.0,48.0,6.0,716979.0,8.05958884,6.694756750197705e-05,4.000267790270008,57785.5594691436
Rupnagar,1986.0,1,2.0,48.0,6.0,716979.0,8.05958884,6.694756750197705e-05,2.000133895135004,57785.5594691436
S.A.S Nagar,2023.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Sagar,1985.0,1,2.0,46.0,8.0,2792584.0,0.654643181,1.647219922480398e-05,2.0000329443984497,18281.46072969704
Saharanpur,2022.0,1,1.0,215.0,9.0,4096003.0,2.685129434,5.249019593003228e-05,1.00005249019593,109982.982170523
Saharanpur,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Moradabad,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Dehradun,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Meerut,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jhansi,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Saharsa,1981.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Purnia,1981.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Katihar,1981.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Madhubani,1981.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Purbi Champaran,1981.0,1,21.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,21.00120487981952,18263.976629352048
Vaishali,1984.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Samba,2022.0,1,1.0,33.0,0.0,433040.0,0.63000495,7.620543136892666e-05,1.000076205431369,2728.17343548
Sambalpur,1988.0,1,1.0,191.0,0.0,1271970.0,0.653957274,0.000150160774232,1.000150160774232,8318.1403380978
Sambalpur,1991.0,1,1.0,191.0,0.0,1271970.0,0.653957274,0.000150160774232,1.000150160774232,8318.1403380978
Sambhal,2022.0,1,1.0,46.0,10.0,2818198.0,2.00812794,1.6322486922494445e-05,1.0000163224869223,56593.0214425212
Sambhal,2023.0,1,2.0,46.0,10.0,2818198.0,2.00812794,1.6322486922494445e-05,2.000032644973845,56593.0214425212
Sangareddy,2022.0,2,1.0,6.0,1.0,1729145.0,0.005164143,3.4699229966255e-06,2.000006939845993,89.29552047735001
Sangli,1981.0,1,2.0,107.0,13.0,3253446.0,0.444899405,3.288820530600477e-05,2.000065776410612,14474.5618959963
Sangli,1996.0,1,1.0,107.0,13.0,3253446.0,0.444899405,3.288820530600477e-05,1.000032888205306,14474.5618959963
Sangli,2003.0,1,1.0,107.0,13.0,3253446.0,0.444899405,3.288820530600477e-05,1.000032888205306,14474.5618959963
Sangli,2014.0,1,1.0,107.0,13.0,3253446.0,0.444899405,3.288820530600477e-05,1.000032888205306,14474.5618959963
Sangli,2023.0,1,1.0,107.0,13.0,3253446.0,0.444899405,3.288820530600477e-05,1.000032888205306,14474.5618959963
Sangrur,2008.0,1,2.0,44.0,1.0,1835441.0,2.448919322,2.3972440410778664e-05,2.000047944880821,44948.46929291002
Sant Kabir Nagar,2023.0,1,3.0,48.0,1.0,1990205.0,5.995956962,2.4118118485281667e-05,3.0000723543554555,119331.8352555721
Saran,1978.0,1,14.0,177.0,2.0,4674827.0,12.38481824,3.7862363676773495e-05,14.000530073091475,578968.8269844447
Saran,2019.0,1,1.0,177.0,2.0,4674827.0,12.38481824,3.7862363676773495e-05,1.0000378623636768,578968.8269844447
Satara,2000.0,1,1.0,108.0,67.0,3138971.0,0.003020396,3.44061796047176e-05,1.0000344061796047,94.80935452516
Satara,2009.0,1,1.0,108.0,67.0,3138971.0,0.003020396,3.44061796047176e-05,1.0000344061796047,94.80935452516
Satara,2023.0,1,1.0,108.0,67.0,3138971.0,0.003020396,3.44061796047176e-05,1.0000344061796047,94.80935452516
Sawai Madhopur,2023.0,1,1.0,121.0,254.0,1511281.0,1.488231909,8.006452803945791e-05,1.0000800645280394,22491.36607665429
Sehore,2023.0,1,4.0,36.0,2.0,1581777.0,0.865128872,2.275921321399919e-05,4.000091036852856,13684.40951765544
Seoni,2019.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Seoni,2022.0,1,1.0,18.0,0.0,1600897.0,0.419742338,1.1243696502648204e-05,1.0000112436965027,6719.642496771859
Serchhip,2023.0,1,1.0,8.0,1.0,61426.0,1.328475491,0.0001302380099632,1.0001302380099633,816.02935510166
Several Other District (Andhra Pradesh),2022.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Shahjahanpur,2022.0,1,1.0,64.0,3.0,3533793.0,4.75687807,1.811085142791329e-05,1.000018110851428,168098.2242561951
Shajapur,2022.0,1,1.0,7.0,0.0,1036523.0,0.513507353,6.753347489636024e-06,1.0000067533474897,5322.621820536191
Shajapur,2023.0,1,4.0,7.0,0.0,1036523.0,0.513507353,6.753347489636024e-06,4.000027013389959,5322.621820536191
Shimla,1978.0,1,7.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,7.002746654552649,6657.21826864431
Shimla,1987.0,1,1.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,1.000392379221807,6657.21826864431
Shimla,1994.0,1,2.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,2.000784758443614,6657.21826864431
Shimla,1999.0,1,1.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,1.000392379221807,6657.21826864431
Shimla,2002.0,1,1.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,1.000392379221807,6657.21826864431
Shimla,2011.0,1,1.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,1.000392379221807,6657.21826864431
Shimla,2013.0,1,1.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,1.000392379221807,6657.21826864431
Shimla,2022.0,2,1.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,2.000784758443614,6657.21826864431
Shimla,2023.0,1,3.0,355.0,172.0,904737.0,0.735818063,0.000392379221807,3.001177137665421,6657.21826864431
Shimla,2012.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Sirmaur,2012.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Solan,2012.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Una,2008.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Shivamogga,1982.0,1,14.0,74.0,12.0,1877441.0,0.0731706,3.941535313226887e-05,14.00055181494385,1373.734844346
Shivpuri,2022.0,1,1.0,13.0,0.0,2047132.0,0.160705456,6.350347705961316e-06,1.000006350347706,3289.85281552192
