Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure,Severity_Score
Thane,1996,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05,1.000042009,124738.1831,
Thane,2018,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05,1.000042009,124738.1831,
Thane,2022,5,1.8,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05,9.000378084,124738.1831,
Thanjavur,2021,2,8.5,,,Thanjavur,144,22,2499232,9,Thanjavur,6.402076626,0.139785443,6.262291183,5.76E-05,17.0009795,156509.1852,
The Nilgiris,2006,1,7,,,The Nilgiris,156,23,708881,6,The Nilgiris,0.41168295,0.339577292,0.072105658,0.000220065,7.001540456,511.1433095,
The Nilgiris,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Kanniyakumariumari,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Thiruvallur,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Thiruvarur,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Tirunelveli,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Theni,2021,1,16,,,Theni,23,5,1406691,8,Theni,0.346368373,0.314606199,0.031762174,1.64E-05,16.00026161,446.7956431,
Thiruvallur,2017,1,1,,,Thiruvallur,44,6,4840586,6,Thiruvallur,2.527745598,2.390831933,0.136913665,9.09E-06,1.00000909,6627.4237,
Krishnagiri,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Tiruvannamalai,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Salem,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Namakkal,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Perambalur,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Coimbatore,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Tiruchirappalli,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Ariyalur,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Tiruppur,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Thanjavur,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Karur,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Thiruvarur,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Dindigul,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Madurai,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Theni,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Virudhunagar,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Kanniyakumari,2015,3,2.666666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Thiruvallur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chennai,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Krishnagiri,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tiruvannamalai,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dharmapuri,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Salem,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Erode,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
The Nilgiris,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Namakkal,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Perambalur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Coimbatore,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tiruchirappalli,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ariyalur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tiruppur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thanjavur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Karur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thiruvarur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dindigul,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Madurai,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Theni,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Virudhunagar,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thoothukkudi,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kanniyakumariumari,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Viluppuram,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Cuddalore,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Pudukkottai,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sivaganga,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ramanathapuram,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Nagapattinam,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kallakurichi,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tenkasi,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tirunelveli,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Vellore,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ranipet,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tirupathur,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kancheepuram,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chengalpattu,1985,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thiruvallur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Chennai,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Krishnagiri,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Tiruvannamalai,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Dharmapuri,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Salem,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Erode,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
The Nilgiris,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Namakkal,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Perambalur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Coimbatore,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Tiruchirappalli,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Ariyalur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Tiruppur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thanjavur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Karur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thiruvarur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Dindigul,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Madurai,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Theni,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Virudhunagar,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thoothukkudi,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kanniyakumariumari,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Viluppuram,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Cuddalore,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Pudukkottai,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Sivaganga,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Ramanathapuram,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nagapattinam,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kallakurichi,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Tenkasi,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Tirunelveli,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Vellore,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Ranipet,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Tirupathur,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kancheepuram,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Chengalpattu,1996,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thiruvallur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Krishnagiri,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Tiruvannamalai,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Dharmapuri,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Salem,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Erode,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
The Nilgiris,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Namakkal,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Perambalur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Coimbatore,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Ariyalur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Tiruppur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Karur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Thiruvarur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Dindigul,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Madurai,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Theni,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Virudhunagar,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Thoothukkudi,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Kanniyakumariumari,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Viluppuram,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Cuddalore,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Pudukkottai,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Sivaganga,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Ramanathapuram,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Kallakurichi,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Tenkasi,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Tirunelveli,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Vellore,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Ranipet,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Tirupathur,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Kancheepuram,1997,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Thiruvallur,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chennai,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Krishnagiri,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tiruvannamalai,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dharmapuri,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Salem,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Erode,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
The Nilgiris,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Namakkal,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Coimbatore,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ariyalur,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tiruppur,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Karur,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thiruvarur,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dindigul,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Theni,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Virudhunagar,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thoothukkudi,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Pudukkottai,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sivaganga,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ramanathapuram,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kallakurichi,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tenkasi,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Vellore,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ranipet,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tirupathur,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kancheepuram,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chengalpattu,1998,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Thiruvananthapuram,1987,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05,1.000083923,7751.886752,
Thiruvananthapuram,1990,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05,1.000083923,7751.886752,
Thiruvananthapuram,1996,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05,1.000083923,7751.886752,
Thiruvananthapuram,2006,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05,1.000083923,7751.886752,
Thiruvananthapuram,2022,3,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05,3.000251768,7751.886752,
Thiruvananthapuram,1975,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kollam,1975,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Alappuzha,1975,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kottayam,1975,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thrissur,1975,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thiruvananthapuram,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kollam,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Alappuzha,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thrissur,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kannur,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Malappuram,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Wayanad,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Thrissur,2013,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Thiruvarur,2004,1,1,,,Thiruvarur,41,5,1412221,5,Thiruvarur,2.20727188,0.026905003,2.180366877,2.90E-05,1.000029032,30791.59891,
Thrissur,1971,1,7,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05,7.00026259,144612.9563,
Thrissur,1987,1,1,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05,1.000037513,144612.9563,
Thrissur,2003,1,1,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05,1.000037513,144612.9563,
Thrissur,2022,1,1,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05,1.000037513,144612.9563,
Tinsukia,1992,1,2,,,Tinsukia,105,45,1408250,13,Tinsukia,6.140689939,1.259207522,4.881482417,7.46E-05,2.000149121,68743.47614,
Tinsukia,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Dhemaji,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Dibrugarh,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Lakhimpur,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Sivasagar,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Jorhat,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Sonitpur,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Golaghat,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Udalguri,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Chirang,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Baksa,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Nagaon,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Kokrajhar,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Darrang,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Barpeta,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Nalbari,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Marigaon,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Kamrup,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Bongaigaon,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Dhubri,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Kamrup Metro,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Goalpara,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Dima Hasao,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Cachar,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Karimganj,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Hailakandi,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Charaideo,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Majuli,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Biswanath,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Hojai,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
South Salmara Mancachar,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Karbi Anglong,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
West Karbi Anglong,1974,1,93,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,93.0053359,18263.97663,
Tinsukia,1987,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Dhemaji,1987,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Golaghat,1987,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Udalguri,1987,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
