Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio
"Puri, Cuttack",1976,1,7,,,,,,,,,,,,
"Puri, Koraput, Sambalpur, Mayurbhanj, Kendujhar, Baleshwar, Cuttack",1975,1,7,,,,,,,,,,,,
Purnia,1983,1,7,,,Purnia,166,0,4127576,21,Purnia,6.353941784,0.033127573,6.320814211,4.02E-05
Purulia,1997,2,2.5,,,,,,,,,,,,
Rae Bareli,2022,1,1,,,Rae Bareli,45,0,2819588,30,Rae Bareli,5.209973941,0.023735469,5.186238472,1.60E-05
Raichur,1993,1,1,,,Raichur,141,34,2140588,8,Raichur,1.42584206,0.565825072,0.860016988,6.59E-05
"Raichur, Tumakuru",2015,1,8,,,,,,,,,,,,
Raigarh,1982,1,1,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
Raigarh,1998,1,1,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
Raigarh,2000,1,1,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
Raigarh,2001,2,1,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
Raigarh,2016,1,1,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
Raigarh,2019,1,1,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
Raigarh,2022,2,2.5,,,Raigarh,328,93,1654533,3,Raigarh,1.171171998,0.340147342,0.831024656,0.000198243
"Raigarh, Mumbai, Raigarh,Thane",2008,1,3,,,,,,,,,,,,
"Raigarh,Ratnagiri",2013,1,1,,,,,,,,,,,,
Raipur,1980,1,7,,,Raipur,39,66,2814996,3,Raipur,1.037598285,0.445146211,0.592452074,1.39E-05
Raipur,2010,1,2,,,Raipur,39,66,2814996,3,Raipur,1.037598285,0.445146211,0.592452074,1.39E-05
Raipur,2012,1,1,,,Raipur,39,66,2814996,3,Raipur,1.037598285,0.445146211,0.592452074,1.39E-05
Raipur,2016,1,2,,,Raipur,39,66,2814996,3,Raipur,1.037598285,0.445146211,0.592452074,1.39E-05
Raisen,1983,1,1,,,Raisen,56,12,1582981,5,Raisen,1.851820563,0.547154614,1.304665949,3.54E-05
Rajanna Sircilla,2022,1,6,,,Rajanna Sircilla,1,0,587140,9,Rajanna Sircilla,0.563623248,0.564767428,0.00114418,1.70E-06
Rajgarh,2023,1,4,,,Rajgarh,21,3,1797738,5,Rajgarh,0.937282124,0.464455125,0.472826999,1.17E-05
Rajkot,1979,1,1,,,Rajkot,1726,8,3534875,18,Rajkot,0.801285355,0.493588848,0.307696507,0.000488278
Rajkot,1986,1,1,,,Rajkot,1726,8,3534875,18,Rajkot,0.801285355,0.493588848,0.307696507,0.000488278
Rajnandgaon,2022,1,1,,,Rajnandgaon,23,14,1792617,2,Rajnandgaon,0.602269912,0.353818517,0.248451395,1.28E-05
Rajouri,1983,1,5,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
Rajouri,2013,1,1,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
Rajouri,2018,1,1,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
Rajouri,2019,1,1,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
Rajouri,2021,2,1,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
Rajouri,2022,3,1,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
Rajouri,2023,1,1,,,Rajouri,109,18,659577,4,Rajouri,0.301855404,0.017946919,0.283908485,0.000165257
"Ramanathapuram, Thanjavur,Thiruvarur",2005,1,1,,,,,,,,,,,,
Ramban,2016,1,1,,,Ramban,49,18,360350,5,Ramban,0.754358554,0.309949623,0.444408931,0.000135979
Ramban,2018,1,1,,,Ramban,49,18,360350,5,Ramban,0.754358554,0.309949623,0.444408931,0.000135979
Ramban,2022,2,1,,,Ramban,49,18,360350,5,Ramban,0.754358554,0.309949623,0.444408931,0.000135979
Ramban,2023,3,1,,,Ramban,49,18,360350,5,Ramban,0.754358554,0.309949623,0.444408931,0.000135979
Ramgarh,2016,1,1,,,Ramgarh,4,11,1068909,2,Ramgarh,0.955188073,0.516207464,0.438980609,3.74E-06
Rampur,2023,2,3,,,Rampur,52,0,2830370,23,Rampur,4.515924008,0,4.515924008,1.84E-05
Ranchi,2011,1,1,,,Ranchi,45,6,3525357,5,Ranchi,0.833116849,0.368094084,0.465022765,1.28E-05
Ranchi,2013,1,1,,,Ranchi,45,6,3525357,5,Ranchi,0.833116849,0.368094084,0.465022765,1.28E-05
Ranchi,2020,1,1,,,Ranchi,45,6,3525357,5,Ranchi,0.833116849,0.368094084,0.465022765,1.28E-05
"Ranchi, Sahebganj",2019,1,2,,,,,,,,,,,,
Ranga Reddy,2022,4,1,,,Ranga Reddy,1,0,3667925,4,Ranga Reddy,0.412349188,0.327322292,0.085026896,2.73E-07
Ranipet,2022,1,1,,,Ranipet,16,4,1198951,10,Ranipet,1.50587668,0.142824545,1.363052135,1.33E-05
Ratnagiri,1974,1,7,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,1980,1,7,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,1982,1,1,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,1998,1,1,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,2000,1,1,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,2011,1,1,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,2021,2,1,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
Ratnagiri,2022,1,1,,,Ratnagiri,280,72,1532470,3,Ratnagiri,1.554240455,0.978975411,0.575265044,0.000182712
"Ratnagiri,Sindhudurg",2002,1,4,,,,,,,,,,,,
"Ratnagiri,Sindhudurg",2009,1,1,,,,,,,,,,,,
Reasi,2010,1,1,,,Reasi,63,18,394393,5,Reasi,1.749523708,0.510462262,1.239061446,0.000159739
Reasi,2022,2,1,,,Reasi,63,18,394393,5,Reasi,1.749523708,0.510462262,1.239061446,0.000159739
Rewa,1983,1,1,,,Rewa,38,25,2794552,5,Rewa,0.994456438,0.175699644,0.818756794,1.36E-05
Rewa,1985,1,2,,,Rewa,38,25,2794552,5,Rewa,0.994456438,0.175699644,0.818756794,1.36E-05
Rewa,1990,1,2,,,Rewa,38,25,2794552,5,Rewa,0.994456438,0.175699644,0.818756794,1.36E-05
Rewa,2021,1,7,,,Rewa,38,25,2794552,5,Rewa,0.994456438,0.175699644,0.818756794,1.36E-05
"Rewa, Sehore",2016,1,1,,,,,,,,,,,,
"Rewa,Satna",2003,1,1,,,,,,,,,,,,
Ri Bhoi,2023,2,5.5,,,,,,,,,,,,
"Ri Bhoi, West Khasi Hills, East East Jaintia Hills, East Khasi Hills, South Garo Hills, West Garo Hills, East Garo Hills, West East Jaintia Hills, South West Khasi Hills, North Garo Hills, South West Garo Hills",2000,1,2,,,,,,,,,,,,
Rohtak,1996,1,1,,,Rohtak,52,5,1194736,7,Rohtak,1.003708527,0.003867208,0.999841319,4.35E-05
Rohtak,1998,1,1,,,Rohtak,52,5,1194736,7,Rohtak,1.003708527,0.003867208,0.999841319,4.35E-05
Rudra Prayag,2019,1,1,,,,,,,,,,,,
Rudra Prayag,2023,5,1,,,,,,,,,,,,
Rupnagar,1982,1,4,,,Rupnagar,48,6,716979,6,Rupnagar,8.530840592,0.471251752,8.05958884,6.69E-05
Rupnagar,1986,1,2,,,Rupnagar,48,6,716979,6,Rupnagar,8.530840592,0.471251752,8.05958884,6.69E-05
Rupnagar,2005,1,1,,,Rupnagar,48,6,716979,6,Rupnagar,8.530840592,0.471251752,8.05958884,6.69E-05
Rupnagar,2023,1,7,,,Rupnagar,48,6,716979,6,Rupnagar,8.530840592,0.471251752,8.05958884,6.69E-05
S.A.S Nagar,2023,1,7,,,,,,,,,,,,
Sagar,1983,1,1,,,Sagar,46,8,2792584,5,Sagar,0.895085498,0.240442317,0.654643181,1.65E-05
Sagar,1985,1,2,,,Sagar,46,8,2792584,5,Sagar,0.895085498,0.240442317,0.654643181,1.65E-05
Saharanpur,2022,1,1,,,Saharanpur,215,9,4096003,23,Saharanpur,2.705190205,0.020060771,2.685129434,5.25E-05
"Saharanpur, Moradabad, Prayagraj, Dehradun, Meerut, Varanasi, Jhansi, Ballia, Jalaun, Meerut",1978,1,7,,,,,,,,,,,,
"Saharsa, Purnia, Katihar, Madhubani,Purbi Champaran",1981,1,21,,,,,,,,,,,,
"Saharsa, Saran, Sitamarhi,Vaishali",1984,1,7,,,,,,,,,,,,
Samba,2022,1,1,,,Samba,33,0,433040,6,Samba,0.669356657,0.039351707,0.63000495,7.62E-05
Sambalpur,1988,1,1,,,Sambalpur,191,0,1271970,21,Sambalpur,1.95082885,1.296871576,0.653957274,0.000150161
Sambalpur,1991,1,1,,,Sambalpur,191,0,1271970,21,Sambalpur,1.95082885,1.296871576,0.653957274,0.000150161
Sambhal,2022,1,1,,,Sambhal,46,10,2818198,23,Sambhal,2.052578084,0.044450144,2.00812794,1.63E-05
Sambhal,2023,1,2,,,Sambhal,46,10,2818198,23,Sambhal,2.052578084,0.044450144,2.00812794,1.63E-05
Sangareddy,2022,2,1,,,Sangareddy,6,1,1729145,7,Sangareddy,1.457531752,1.462695895,0.005164143,3.47E-06
Sangli,1981,1,2,,,Sangli,107,13,3253446,4,Sangli,0.816411266,0.371511861,0.444899405,3.29E-05
Sangli,1996,1,1,,,Sangli,107,13,3253446,4,Sangli,0.816411266,0.371511861,0.444899405,3.29E-05
Sangli,2003,1,1,,,Sangli,107,13,3253446,4,Sangli,0.816411266,0.371511861,0.444899405,3.29E-05
Sangli,2014,1,1,,,Sangli,107,13,3253446,4,Sangli,0.816411266,0.371511861,0.444899405,3.29E-05
Sangli,2023,1,1,,,Sangli,107,13,3253446,4,Sangli,0.816411266,0.371511861,0.444899405,3.29E-05
Sangrur,2008,1,2,,,Sangrur,44,1,1835441,7,Sangrur,2.448919322,0,2.448919322,2.40E-05
Sant Kabir Nagar,2023,1,3,,,Sant Kabir Nagar,48,1,1990205,23,Sant Kabir Nagar,6.190358252,0.19440129,5.995956962,2.41E-05
Saran,1978,1,14,,,Saran,177,2,4674827,22,Saran,13.6847545,1.299936265,12.38481824,3.79E-05
Saran,2019,1,1,,,Saran,177,2,4674827,22,Saran,13.6847545,1.299936265,12.38481824,3.79E-05
Satara,2000,1,1,,,Satara,108,67,3138971,3,Satara,0.886672906,0.88365251,0.003020396,3.44E-05
Satara,2005,1,1,,,Satara,108,67,3138971,3,Satara,0.886672906,0.88365251,0.003020396,3.44E-05
Satara,2009,1,1,,,Satara,108,67,3138971,3,Satara,0.886672906,0.88365251,0.003020396,3.44E-05
Satara,2023,1,1,,,Satara,108,67,3138971,3,Satara,0.886672906,0.88365251,0.003020396,3.44E-05
Sawai Madhopur,2023,1,1,,,Sawai Madhopur,121,254,1511281,22,Sawai Madhopur,1.752297609,0.2640657,1.488231909,8.01E-05
Sehore,2023,1,4,,,Sehore,36,2,1581777,5,Sehore,1.308962201,0.443833329,0.865128872,2.28E-05
"Sehore, Seoni",2019,1,1,,,,,,,,,,,,
Seoni,2022,1,1,,,Seoni,18,0,1600897,5,Seoni,1.235483561,0.815741223,0.419742338,1.12E-05
Serchhip,2023,1,1,,,Serchhip,8,1,61426,3,Serchhip,1.328475491,0,1.328475491,0.000130238
Several Other District (Andhra Pradesh),2022,1,1,,,,,,,,,,,,
Shahjahanpur,2022,1,1,,,Shahjahanpur,64,3,3533793,20,Shahjahanpur,4.764711247,0.007833177,4.75687807,1.81E-05
Shajapur,2022,1,1,,,Shajapur,7,0,1036523,6,Shajapur,0.571010644,0.057503291,0.513507353,6.75E-06
Shajapur,2023,1,4,,,Shajapur,7,0,1036523,6,Shajapur,0.571010644,0.057503291,0.513507353,6.75E-06
Sheopur,2021,1,7,,,Sheopur,5,0,890783,7,Sheopur,1.417634793,0.185883526,1.231751267,5.61E-06
Shimla,1978,1,7,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,1987,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,1994,1,2,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,1995,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,1999,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2001,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2002,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2003,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2006,2,1.5,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2011,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2013,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2015,1,2,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2016,1,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2022,2,1,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
Shimla,2023,1,3,,,Shimla,355,172,904737,4,Shimla,0.771392749,0.035574686,0.735818063,0.000392379
"Shimla, Sirmaur,Solan",2012,1,5,,,,,,,,,,,,
"Shimla,Una",2008,1,5,,,,,,,,,,,,
Shivamogga,1982,1,14,,,Shivamogga,74,12,1877441,9,Shivamogga,1.276369106,1.203198506,0.0731706,3.94E-05
Shivpuri,2021,1,7,,,Shivpuri,13,0,2047132,6,Shivpuri,0.728096946,0.56739149,0.160705456,6.35E-06
Shivpuri,2022,1,1,,,Shivpuri,13,0,2047132,6,Shivpuri,0.728096946,0.56739149,0.160705456,6.35E-06
Siang,1983,1,7,,,Siang,4,1,48365,5,Siang,2.518308001,0.498407734,2.019900267,8.27E-05
Siang,2009,1,1,,,Siang,4,1,48365,5,Siang,2.518308001,0.498407734,2.019900267,8.27E-05
Siddharthnagar,1997,1,7,,,Siddharthnagar,0,0,3367475,1,Siddharthnagar,13.40492833,0.022007889,13.38292044,0
Siliguri,1979,1,1,,,,,,,,,,,,
Sindhudurg,1981,1,7,,,Sindhudurg,190,103,808570,4,Sindhudurg,1.40862314,0.632545644,0.776077496,0.000234983
Sindhudurg,1999,1,7,,,Sindhudurg,190,103,808570,4,Sindhudurg,1.40862314,0.632545644,0.776077496,0.000234983
Sindhudurg,2006,1,2,,,Sindhudurg,190,103,808570,4,Sindhudurg,1.40862314,0.632545644,0.776077496,0.000234983
Sindhudurg,2022,3,1.333333333,,,Sindhudurg,190,103,808570,4,Sindhudurg,1.40862314,0.632545644,0.776077496,0.000234983
Singrauli,2021,1,7,,,Singrauli,6,0,1558134,8,Singrauli,1.521857949,0.715195816,0.806662133,3.85E-06
Sirmaur,2001,1,1,,,Sirmaur,84,14,564300,5,Sirmaur,1.011405104,0.033540578,0.977864526,0.000148857
Sirmaur,2010,1,3,,,Sirmaur,84,14,564300,5,Sirmaur,1.011405104,0.033540578,0.977864526,0.000148857
Sirmaur,2023,1,1,,,Sirmaur,84,14,564300,5,Sirmaur,1.011405104,0.033540578,0.977864526,0.000148857
"Sirmaur,",2023,1,1,,,,,,,,,,,,
Sirohi,1992,1,1,,,Sirohi,71,6,1264133,22,Sirohi,0.276456745,0.023800256,0.252656489,5.62E-05
Sirohi,2006,1,1,,,Sirohi,71,6,1264133,22,Sirohi,0.276456745,0.023800256,0.252656489,5.62E-05
"Sirohi,Udaipur",2010,1,1,,,,,,,,,,,,
Sirsa,1986,1,3,,,Sirsa,44,5,1511023,6,Sirsa,9.796778385,0.001758909,9.795019476,2.91E-05
Sirsa,1990,1,5,,,Sirsa,44,5,1511023,6,Sirsa,9.796778385,0.001758909,9.795019476,2.91E-05
Sirsa,1994,1,1,,,Sirsa,44,5,1511023,6,Sirsa,9.796778385,0.001758909,9.795019476,2.91E-05
Sitamarhi,1992,1,1,,,Sitamarhi,196,1,4182895,20,Sitamarhi,4.621194206,0.001510558,4.619683648,4.69E-05
Sitapur,2022,3,1,,,Sitapur,177,11,5391584,13,Sitapur,3.400453125,0.025174919,3.375278206,3.28E-05
Sitapur,2023,1,2,,,Sitapur,177,11,5391584,13,Sitapur,3.400453125,0.025174919,3.375278206,3.28E-05
Sivasagar,2022,1,1,,,Sivasagar,117,15,800874,12,Sivasagar,17.15000888,0.611686093,16.53832279,0.00014609
Sivasagar,2023,5,1,,,Sivasagar,117,15,800874,12,Sivasagar,17.15000888,0.611686093,16.53832279,0.00014609
"Sivasagar, Lakhimpur, Dibrugarh, Nagaon, Kamrup, Goalpara,Cachar",1981,1,7,,,,,,,,,,,,
Solan,2007,1,2,,,Solan,116,15,678073,5,Solan,0.404819031,0.124151886,0.280667145,0.000171073
Solan,2021,1,1,,,Solan,116,15,678073,5,Solan,0.404819031,0.124151886,0.280667145,0.000171073
Solan,2023,1,3,,,Solan,116,15,678073,5,Solan,0.404819031,0.124151886,0.280667145,0.000171073
"Solan, Una",2017,1,1,,,,,,,,,,,,
Solapur,1979,1,1,,,Solapur,161,11,4817374,3,Solapur,1.684216461,0.761165008,0.923051453,3.34E-05
Solapur,1996,1,1,,,Solapur,161,11,4817374,3,Solapur,1.684216461,0.761165008,0.923051453,3.34E-05
Solapur,2023,1,1,,,Solapur,161,11,4817374,3,Solapur,1.684216461,0.761165008,0.923051453,3.34E-05
Sonipat,2008,1,1,,,Sonipat,22,5,1771137,6,Sonipat,0.905127272,0,0.905127272,1.24E-05
Sonitpur,1997,1,1,,,Sonitpur,144,8,1462078,9,Sonitpur,7.745899654,2.549489328,5.196410326,9.85E-05
Sonitpur,2003,1,1,,,Sonitpur,144,8,1462078,9,Sonitpur,7.745899654,2.549489328,5.196410326,9.85E-05
Sonitpur,2009,1,1,,,Sonitpur,144,8,1462078,9,Sonitpur,7.745899654,2.549489328,5.196410326,9.85E-05
Sonitpur,2010,1,1,,,Sonitpur,144,8,1462078,9,Sonitpur,7.745899654,2.549489328,5.196410326,9.85E-05
Sonitpur,2023,2,1,,,Sonitpur,144,8,1462078,9,Sonitpur,7.745899654,2.549489328,5.196410326,9.85E-05
South 24 Parganas,1993,2,1,,,,,,,,,,,,
South 24 Parganas,1995,1,1,,,,,,,,,,,,
South 24 Parganas*,1992,1,1,,,,,,,,,,,,
"South 24 Parganas*, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",2004,1,19,,,,,,,,,,,,
"South 24 Parganas*, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",2019,1,61,,,,,,,,,,,,
"South 24 Parganas,North 24 Parganas",1978,1,7,,,,,,,,,,,,
"South 24 Parganas,North 24 Parganas",2010,1,2,,,,,,,,,,,,
South Assam,1989,1,7,,,,,,,,,,,,
South Garo Hills,2022,1,1,,,South Garo Hills,20,0,190314,3,South Garo Hills,1.298508569,0.025829871,1.272678698,0.000105089
South Goa,2022,7,6.571428571,,,South Goa,2,4,857449,16,South Goa,2.764330826,0.971762276,1.79256855,2.33E-06
South Salmara Mancachar,2022,1,6,,,South Salmara Mancachar,39,1,533060,16,South Salmara Mancachar,28.02392571,10.81288284,17.21104287,7.32E-05
South West Garo Hills,2022,1,1,,,South West Garo Hills,13,0,161524,5,South West Garo Hills,3.341603843,0.001275329,3.340328514,8.05E-05
South West Garo Hills,2023,1,10,,,South West Garo Hills,13,0,161524,5,South West Garo Hills,3.341603843,0.001275329,3.340328514,8.05E-05
"South West, North West,North",1978,1,7,,,,,,,,,,,,
Southern Parts,2005,1,1,,,,,,,,,,,,
Sri Potti Sriramulu Nellore,1985,1,2,,,,,,,,,,,,
Sri Potti Sriramulu Nellore,2004,1,1,,,,,,,,,,,,
Sri Potti Sriramulu Nellore,2012,1,1,,,,,,,,,,,,
Sri Potti Sriramulu Nellore,2021,1,14,,,,,,,,,,,,
"Srikakulam, Visakhapatnam,Vizianagaram",2013,1,4,,,,,,,,,,,,
"Srikakulam, Vizianagaram, Visakhapatnam, Krishna, Guntur, East Godavari, Prakasam, Kurnool, Ananthapuramuamu, Sri Potti Sriramulu Nellore, West Godavari, Y.S.R., Chittoor",1995,1,31,,,,,,,,,,,,
"Srikakulam, Vizianagaram, Visakhapatnam, Krishna, Guntur, East Godavari, Prakasam, Kurnool, Ananthapuramuamu, Sri Potti Sriramulu Nellore, West Godavari, Y.S.R., Chittoor",1998,2,6.5,,,,,,,,,,,,
Srinagar,2008,1,1,,,Srinagar,73,7,904040,6,Srinagar,1.003599347,0.724666434,0.278932913,8.07E-05
Srinagar,2010,1,1,,,Srinagar,73,7,904040,6,Srinagar,1.003599347,0.724666434,0.278932913,8.07E-05
"Srinagar, Anantnag,Jhelum",1976,1,7,,,,,,,,,,,,
Sshrawasti,2022,2,1,,,,,,,,,,,,
Sukma,2022,1,1,,,Sukma,0,0,259382,1,Sukma,1.578192343,0.11146237,1.466729973,0
Sultanpur,2023,1,2,,,Sultanpur,139,2,2509152,20,Sultanpur,4.349309327,0.002008734,4.347300593,5.54E-05
Surat,1968,1,8,,,Surat,215,9,8228098,11,Surat,5.928437334,0.593664003,5.334773331,2.61E-05
Surat,1989,1,1,,,Surat,215,9,8228098,11,Surat,5.928437334,0.593664003,5.334773331,2.61E-05
Surat,1993,1,3,,,Surat,215,9,8228098,11,Surat,5.928437334,0.593664003,5.334773331,2.61E-05
Surat,1998,1,1,,,Surat,215,9,8228098,11,Surat,5.928437334,0.593664003,5.334773331,2.61E-05
Surat,2022,1,1,,,Surat,215,9,8228098,11,Surat,5.928437334,0.593664003,5.334773331,2.61E-05
"Surat, Bharuch, Narmada, Navsari, Dangs, Valsad, Tapi,Amreli,  Ahmedabad,Porbandar,  Botad, Gir Somnath, Surendranagar, Rajkot, Bhavnagar, Junagadh, Jamnagar,Devbhumi Dwarka Dwarka, Morbi",2006,1,1,,,,,,,,,,,,
Surendranagar,1982,1,1,,,Surendranagar,109,5,1806637,13,Surendranagar,1.286502045,0.14688655,1.139615495,6.03E-05
Surguja,1986,1,1,,,Surguja,12,2,971194,1,Surguja,0.479102379,0.278929567,0.200172812,1.24E-05
Surguja,2017,1,1,,,Surguja,12,2,971194,1,Surguja,0.479102379,0.278929567,0.200172812,1.24E-05
Suryapet,2022,1,3,,,Suryapet,1,0,1145777,11,Suryapet,1.862321095,0.526090291,1.336230804,8.73E-07
Tamenglong,2008,1,1,,,Tamenglong,11,2,139509,5,Tamenglong,1.701837152,0.006002374,1.695834778,7.88E-05
Tamenglong,2018,1,1,,,Tamenglong,11,2,139509,5,Tamenglong,1.701837152,0.006002374,1.695834778,7.88E-05
"Tamenglong,Thoubal",1999,1,3,,,,,,,,,,,,
Tapi,2022,2,1.5,,,Tapi,45,3,952637,18,Tapi,3.084521179,2.984765412,0.099755767,4.72E-05
Tawang,1991,1,1,,,Tawang,92,8,60141,6,Tawang,1.104117118,0.227751689,0.876365429,0.001529738
Tawang,1993,1,1,,,Tawang,92,8,60141,6,Tawang,1.104117118,0.227751689,0.876365429,0.001529738
Tawang,1994,1,1,,,Tawang,92,8,60141,6,Tawang,1.104117118,0.227751689,0.876365429,0.001529738
Tawang,2016,1,1,,,Tawang,92,8,60141,6,Tawang,1.104117118,0.227751689,0.876365429,0.001529738
Tawang,2022,2,5.5,,,Tawang,92,8,60141,6,Tawang,1.104117118,0.227751689,0.876365429,0.001529738
Tawang,2023,1,1,,,Tawang,92,8,60141,6,Tawang,1.104117118,0.227751689,0.876365429,0.001529738
"Tawang,West Kameng, West Kameng",2002,1,1,,,,,,,,,,,,
Tehri Garhwal,2005,1,1,,,Tehri Garhwal,102,6,665938,2,Tehri Garhwal,1.072103335,0.531062216,0.541041119,0.000153167
Tehri Garhwal,2023,1,1,,,Tehri Garhwal,102,6,665938,2,Tehri Garhwal,1.072103335,0.531062216,0.541041119,0.000153167
"Tehri Garhwal,Uttar Kashi Kashi",2002,1,1,,,,,,,,,,,,
Thane,1980,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,1981,2,1.5,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,1988,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,1996,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,1998,2,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,2000,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,2016,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,2018,1,1,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thane,2022,5,1.8,,,Thane,418,204,9950177,3,Thane,3.51519111,2.261563329,1.253627781,4.20E-05
Thanjavur,2021,2,8.5,,,Thanjavur,144,22,2499232,9,Thanjavur,6.402076626,0.139785443,6.262291183,5.76E-05
The Nilgiris,1978,1,7,,,The Nilgiris,156,23,708881,6,The Nilgiris,0.41168295,0.339577292,0.072105658,0.000220065
The Nilgiris,2006,1,7,,,The Nilgiris,156,23,708881,6,The Nilgiris,0.41168295,0.339577292,0.072105658,0.000220065
"The Nilgiris,Kanniyakumariumari,Thiruvallur, Thiruvarur,Tirunelveli",2009,1,6,,,,,,,,,,,,
Theni,2021,1,16,,,Theni,23,5,1406691,8,Theni,0.346368373,0.314606199,0.031762174,1.64E-05
Thiruvallur,2005,1,1,,,Thiruvallur,44,6,4840586,6,Thiruvallur,2.527745598,2.390831933,0.136913665,9.09E-06
Thiruvallur,2017,1,1,,,Thiruvallur,44,6,4840586,6,Thiruvallur,2.527745598,2.390831933,0.136913665,9.09E-06
"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari",2015,3,2.666666667,,,,,,,,,,,,
